     LRU FAULT MESSAGE LISTING
       LRU       | Mess# |    Status     |        Message          |Timer
IRS 1            |   8   | FAILED/WIRING |NO L-IRS-3 BUS OUTPUT    | 12 
IRS 1            |   9   | FAILED/WIRING |NO L-IRS-3 BUS OUTPUT    | 12 
IRS 1            |  10   | FAILED/WIRING |NO L-IRS-4 BUS OUTPUT    | 20 
IRS 1            |  11   | FAILED/WIRING |NO L-GPS-3 BUS INPUT     | 20 
IRS 1            |  12   | FAILED/WIRING |NO R-GPS-3 BUS INPUT     | 20 
IRS 1            |  13   | FAILED/WIRING |NO L-GP-5 BUS INPUT      | 20 
IRS 1            |  14   | FAILED/WIRING |NO R-GP-5 BUS INPUT      | 20 
IRS 2            |   0   | PREREQUISITE  |INSTALLED                |  0 
IRS 2            |   1   | OFF/NO OUTPUT |NO OUTPUT                |  5 
IRS 2            |   2   | FAILED        |INTERNAL FAULT           | 10 
IRS 2            |   3   | FAILED/WIRING |NO R-IRS-1 BUS OUTPUT    | 15 
IRS 2            |   4   | FAILED/WIRING |NO R-IRS-2 BUS OUTPUT    | 10 
IRS 2            |   5   | FAILED/WIRING |NO R-IRS-2 BUS OUTPUT    | 12 
IRS 2            |   6   | FAILED/WIRING |NO R-IRS-2 BUS OUTPUT    | 12 
IRS 2            |   7   | FAILED/WIRING |NO R-IRS-3 BUS OUTPUT    | 10 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
IRS 2            |   8   | FAILED/WIRING |NO R-IRS-3 BUS OUTPUT    | 12 
IRS 2            |   9   | FAILED/WIRING |NO R-IRS-3 BUS OUTPUT    | 12 
IRS 2            |  10   | FAILED/WIRING |NO R-IRS-4 BUS OUTPUT    | 20 
IRS 2            |  11   | FAILED/WIRING |NO R-GP-5 BUS INPUT      | 20 
IRS 2            |  12   | FAILED/WIRING |NO L-GP-5 BUS INPUT      | 20 
IRS 2            |  13   | FAILED/WIRING |NO R-GPS-3 BUS INPUT     | 20 
IRS 2            |  14   | FAILED/WIRING |NO L-GPS-3 BUS INPUT     | 20 
IRS 3            |   0   | PREREQUISITE  |INSTALLED                |  0 
STBY INST BATT   |   3   | FAILED        |STBY INST BATT TEST FAIL |  3 
ISI              |   1   | OFF/NO OUTPUT |NO ISI BUS OUTPUT        |  3 
ISI              |   2   | FAILED/WIRING |NO ISI BUS OUTPUT        |  8 
ISI              |   3   | FAILED/WIRING |NO ISI-1 OUTPUT TO DCU   |  8 
ISI              |   4   | FAILED        |INTERNAL FAULT           |  5 
ISI              |   5   | FAILED/WIRING |INVALID A/C CONFIG       |  3 
ISI              |   6   | FAILED/WIRING |INVALID CONFIG STRAPPING |  3 
ISI              |   7   | FAILED/WIRING |NO VIR-1 BUS INPUT       |  5 
L BLEED LOOP     |   1   | FAILED/WIRING |SHORT CIRCUIT            |  5 
L BLEED LOOP     |   2   | FAILED/WIRING |OPEN CIRCUIT             |  5 
L ALT BARO BTN   |   1   | FAILED/WIRING |ALT BARO BUTTON STUCK    | 10 
L AOA SENSOR     |   1   | FAILED/WIRING |L AOA SENSOR FAIL        |  3 
L APU GEN CNTOR1 |   1   | FAILED        |FAULT                    |  3 
L APU GEN CNTOR2 |   1   | FAILED        |FAULT                    |  3 
L AUX BUS CNTOR  |   1   | FAILED        |FAULT                    |  3 
L AUX/MN BUS FUS |   1   | FAILED        |FUSE BLOWN               |  3 
L AUX BUS FUSE   |   1   | FAILED        |FUSE BLOWN               |  3 
L BLEED AIR LEAK |   1   | FAILED        |L BLEED DUCT AIR LEAK    |  5 
LEFT BATTERY     |   1   | FAILED/WIRING |LBATT OR LPROT PCB FAULT |  3 
L BAT CNTOR      |   1   | FAILED/WIRING |FAULT                    |  3 
L BUS TIE CNTOR  |   1   | FAILED/WIRING |FAULT                    |  3 
L CPLT BK PEDL X |   1   | FAILED/WIRING |LEFT COPILOT LVDT FAIL   |  3 
L COLLECT PROBE  |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
LIGHTNG DET SYS  |   0   | PREREQUISITE  |INSTALLED                |  0 
LIGHTNG DET SYS  |   1   | FAILED/WIRING |NO OUTPUT                |  3 
LIGHTNG DET SYS  |   2   | FAILED/WIRING |INTERNAL FAULT           |  3 
LDU              |   0   | PREREQUISITE  |INSTALLED                |  0 
LDU              |   1   | OFF/NO OUTPUT |NO OUTPUT                |  5 
LDU              |   2   | FAILED/WIRING |NO LDU-A BUS OUTPUT      | 10 
LDU              |   3   | FAILED/WIRING |NO LDU-B BUS OUTPUT      | 10 
L ENG ECU A      |   1   | FAILED        |FADEC ECU A              |  3 
L ENG ECU A      |   2   | FAILED        |FADEC VIBRATION A        |  3 
L ENG ECU A      |   3   | FAILED/WIRING |FADEC SHUTDOWN A         |  3 
L ENG ECU A      |   4   | FAILED/WIRING |FADEC PMA POWER A        |  3 
L ENG ECU A      |   5   | FAILED/WIRING |X-CHANNEL BUS 1A         |  3 
L ENG ECU A      |   6   | FAILED/WIRING |X-CHANNEL DISCRETE 1A    |  3 
L ENG ECU A      |   7   | FAILED/WIRING |X-ENGINE BUS 1A          |  3 
L ENG ECU A      |   8   | FAILED/WIRING |TR DEPLOY COMMAND 1A     |  3 
L ENG ECU A      |   9   | FAILED/WIRING |TR DEPLOY COMMAND 2A     |  3 
L ENG ECU A      |  10   | FAILED/WIRING |NO LA-FADEC-1 BUS OUTPUT |  3 
L ENG ECU B      |   1   | FAILED        |FADEC ECU B              |  3 
L ENG ECU B      |   2   | FAILED        |FADEC VIBRATION B        |  3 
L ENG ECU B      |   3   | FAILED/WIRING |FADEC SHUTDOWN B         |  3 
L ENG ECU B      |   4   | FAILED/WIRING |FADEC PMA POWER B        |  3 
L ENG ECU B      |   5   | FAILED/WIRING |X-CHANNEL BUS 1B         |  3 
L ENG ECU B      |   6   | FAILED/WIRING |X-CHANNEL DISCRETE 1B    |  3 
L ENG ECU B      |   7   | FAILED/WIRING |X-ENGINE BUS 1B          |  3 
L ENG ECU B      |   8   | FAILED/WIRING |TR DEPLOY COMMAND 1B     |  3 
L ENG ECU B      |   9   | FAILED/WIRING |TR DEPLOY COMMAND 2B     |  3 
L ENG ECU B      |  10   | FAILED/WIRING |NO LB-FADEC-1 BUS OUTPUT |  3 
L ESS CNTOR      |   1   | FAILED/WIRING |FAULT                    |  3 
L ESS FUSE       |   1   | FAILED        |FUSE BLOWN               |  3 
L ENG EXCEEDANCE |   2   | MAINTENANCE   |N1 THRESHOLD EXCEEDANCE  |  3 
L ENG EXCEEDANCE |   3   | MAINTENANCE   |N2 THRESHOLD EXCEEDANCE  |  3 
L ENG EXCEEDANCE |   4   | MAINTENANCE   |ITT THRESHOLD EXCEEDANCE |  3 
L ENG EXCEEDANCE |   5   | MAINTENANCE   |LOW OIL PRES EXCEEDANCE  |  3 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
L ENG EXCEEDANCE |   6   | MAINTENANCE   |HIGH OIL PRES EXCEEDANCE |  3 
L ENG EXCEEDANCE |   7   | MAINTENANCE   |HIGH OIL TEMP EXCEEDANCE |  3 
L ENG EXCEEDANCE |   8   | MAINTENANCE   |LOW FUEL TEMP EXCEEDANCE |  3 
L ENG EXCEEDANCE |   9   | MAINTENANCE   |VIBRATION EXCEEDANCE     |  3 
L ENG EXCEEDANCE |  10   | MAINTENANCE   |LOW FUEL PRES EXCEEDANCE |  3 
L TRANSM BRAKE   |   1   | FAILED        |L FTB FAULT              |  3 
L GEN GCU        |   1   | FAILED        |FAULT                    |  3 
LEFT GENERATOR   |   1   | FAILED        |INTERNAL FAULT           |  3 
L GEN LINE CNTOR |   1   | FAILED/WIRING |FAULT                    |  3 
L GEN PWR MODULE |   1   | FAILED        |FAULT                    |  3 
L GEN PMG RLY1   |   1   | FAILED/WIRING |FAULT                    |  3 
L GEN PMG RLY2   |   1   | FAILED/WIRING |FAULT                    |  3 
L RACK OVERHEAT  |   1   | OVERHEAT      |L EQPT RACK OVERHEAT     |  5 
L PYLON LOOP     |   1   | FAILED/WIRING |SHORT CIRCUIT            |  5 
L PYLON LOOP     |   2   | FAILED/WIRING |OPEN CIRCUIT             |  5 
L IB BK CTRL VLV |   1   | FAILED/WIRING |L IB BRAKE CTRL VLV      |  3 
L I/B TEMP SNSR  |   1   | FAILED/WIRING |CH A&B FAULT             |  3 
LIB WHL SPD XDCR |   1   | FAILED/WIRING |L IB WHEEL SPEED XDCR    |  3 
L IB WHEEL SP    |   1   | FAILED/WIRING |L IB WHEEL SPEED XDCR    |  3 
L IB BRAKE HYDR  |   1   | FAILED        |L IB BRAKE HYDRAULIC     |  3 
L IB BK PR PULSE |   1   | FAILED        |L IB BRAKE PRESS PULSE   |  3 
L IB BK PR XDCR2 |   1   | FAILED/WIRING |L IB BRAKE PRESS XDCR    |  3 
L LOGIC PCB      |   1   | FAILED        |L LOGIC/LBTC/RBTC FAULT  |  3 
L MAIN FUSE      |   1   | FAILED        |FUSE BLOWN               |  3 
L OB BK CTRL VLV |   1   | FAILED/WIRING |L OB BRAKE CTRL VLV      |  3 
L O/B TEMP SNSR  |   1   | FAILED/WIRING |CH A&B FAULT             |  5 
L O/B TEMP SNSR  |   2   | FAILED/WIRING |CH A FAULT               |  7 
L O/B TEMP SNSR  |   3   | FAILED/WIRING |CH B FAULT               |  7 
LOB WHL SPD XDCR |   1   | FAILED/WIRING |L OB WHEEL SPEED XDCR    |  3 
L OB WHEEL SP    |   1   | FAILED/WIRING |L OB WHEEL SPEED XDCR    |  3 
L OB BRAKE HYDR  |   1   | FAILED        |LEFT OB BRAKE HYDRAULIC  |  3 
L ENG OIL PROBE  |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
L OB BK PR PULSE |   1   | FAILED        |L OB BRAKE PRESS PULSE   |  3 
L OB BK PR XDCR1 |   1   | FAILED        |L OB BRAKE PRESS XDCR    |  3 
L PYLON AIR LEAK |   1   | FAILED        |L PYLON DUCT AIR LEAK    |  5 
L PLT BK PEDAL X |   1   | FAILED/WIRING |LEFT PILOT BRAKE LVDT    |  3 
L POSITION SNSR  |   1   | FAILED/WIRING |POSITION SENSOR FAULT    |  3 
L POSITION SNSR  |   2   | FAILED/WIRING |FPIU POS SENSOR FAULT    |  3 
L PROTECTION PCB |   1   | FAILED        |FAULT                    |  3 
L PROTECTION PCB |   2   | OFF/NO OUTPUT |NO L-DCPC-1 BUS TO RDC   |  3 
RTL RVDT         |   1   | FAILED/WIRING |RTL RVDT FAULT           |  3 
L STICK SHAKER   |   1   | FAILED/WIRING |L SHAKER FAIL            |  3 
L WSLD HEAT SPCC |   1   | FAILED/WIRING |L WSHLD HEAT SPCC FAILED |  3 
L WNDW SPC RELAY |   1   | FAILED/WIRING |LEFT SPC RELAY FAILED    |  3 
L TNK PR 8/COMP  |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
L TNK PROBE 1    |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
L TNK PROBE 2    |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
L TNK PROBE 3    |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
L TNK PROBE 4    |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
L TNK PROBE 5    |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
L TNK PROBE 6    |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
L TNK PROBE 7    |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
L TNK HI LVL     |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
L WNDW TEMP CTRL |   1   | FAILED        |L WNDW TEMP CTRL FAILED  |  3 
L WING AIR LEAK  |   1   | FAILED        |L PYL/FUS/WING DUCT LEAK |  5 
L SIDE WINDOW    |   1   | FAILED/WIRING |LEFT SIDE WINDOW FAILED  |  3 
LEFT WINDSHIELD  |   1   | FAILED/WIRING |LEFT WINDSHIELD FAILED   |  3 
L WSLD TEMP CTRL |   1   | FAILED        |L WSHLD TEMP CTRL FAILED |  3 
LBAT CUR SNSR3   |   1   | FAILED        |MCS3 OR LPROT PCB FAULT  |  3 
RBAT CUR SNSR4   |   1   | FAILED        |MCS4 OR RPROT PCB FAULT  |  3 
MDC              |   1   | FAILED        |INTERNAL FAULT           |  5 
MDC              |   2   | FAILED        |INTERNAL CLOCK FAIL      |  5 
MDC              |   5   | FAILED/WIRING |NO MDC-1 OUTPUT          | 10 
MDC              |   6   | FAILED/WIRING |NO MDC-2 OUTPUT          | 10 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
MDC              |   7   | FAILED/WIRING |NO LA-IOC-5 BUS INPUT    |  3 
MDC              |   8   | FAILED/WIRING |NO LB-IOC-5 BUS INPUT    |  3 
MDC              |   9   | FAILED/WIRING |NO RA-IOC-5 BUS INPUT    |  3 
MDC              |  10   | FAILED/WIRING |NO RB-IOC-5 BUS INPUT    |  3 
MDC              |  11   | FAILED/WIRING |NO OUTPUT BUS TO DBU     | 60 
MFD 1            |   0   | PREREQUISITE  |INSTALLED                |  0 
MFD 1            |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
MFD 1            |   2   | FAILED        |INTERNAL FAULT           |  5 
MFD 1            |   3   | FAILED/WIRING |NO L-MFD-1 BUS OUTPUT    | 10 
MFD 1            |   4   | FAILED/WIRING |NO L-MFD-3 BUS OUTPUT    | 10 
MFD 1            |   5   | FAILED/WIRING |NO L-PFD-3 BUS INPUT     | 10 
MFD 1            |   6   | FAILED/WIRING |NO R-PFD-3 BUS INPUT     | 10 
MFD 1            |   7   | FAILED/WIRING |NO R-MFD-3 BUS INPUT     | 10 
MFD 1            |   8   | FAILED/WIRING |NO L-IOC-1 BUS INPUT     | 10 
MFD 1            |   9   | FAILED/WIRING |NO R-IOC-1 BUS INPUT     | 10 
MFD 1            |  10   | FAILED/WIRING |NO L-ADC-2 BUS INPUT     | 10 
MFD 1            |  11   | FAILED/WIRING |NO L-ADC-2 BUS INPUT     |  3 
MFD 1            |  12   | FAILED/WIRING |NO R-ADC-3 BUS INPUT     | 10 
MFD 1            |  13   | FAILED/WIRING |NO R-ADC-3 BUS INPUT     |  3 
MFD 1            |  14   | FAILED/WIRING |NO L-AHC-2 BUS INPUT     | 10 
MFD 1            |  15   | FAILED/WIRING |NO L-IRS-2 BUS INPUT     | 10 
MFD 1            |  16   | FAILED/WIRING |NO R-AHC-3 BUS INPUT     | 10 
MFD 1            |  17   | FAILED/WIRING |NO R-IRS-3 BUS INPUT     | 10 
MFD 1            |  18   | FAILED/WIRING |NO A-DCU-2 BUS INPUT     | 10 
MFD 1            |  19   | FAILED/WIRING |NO B-DCU-2 BUS INPUT     | 10 
MFD 1            |  20   | FAILED/WIRING |NO TA/RA-1 BUS INPUT     | 10 
MFD 1            |  21   | FAILED/WIRING |NO TA/RA-1 BUS INPUT     |  3 
MFD 1            |  22   | FAILED/WIRING |NO L-FMC-2 BUS INPUT     | 10 
MFD 1            |  23   | FAILED/WIRING |NO L-FMC-2 BUS INPUT     |  3 
MFD 1            |  24   | FAILED/WIRING |NO R-FMC-6 BUS INPUT     | 10 
MFD 1            |  25   | FAILED/WIRING |NO R-FMC-6 BUS INPUT     |  3 
MFD 1            |  26   | FAILED/WIRING |NO LB-RIU-6 BUS INPUT    | 10 
MFD 1            |  27   | FAILED/WIRING |NO RB-RIU-9 BUS INPUT    | 10 
MFD 1            |  28   | FAILED/WIRING |NO LA-FADEC BUS INPUT    | 10 
MFD 1            |  29   | FAILED/WIRING |NO LB-FADEC BUS INPUT    | 10 
MFD 1            |  30   | FAILED/WIRING |NO RA-FADEC BUS INPUT    | 10 
MFD 1            |  31   | FAILED/WIRING |NO RB-FADEC BUS INPUT    | 10 
MFD 1            |  32   | FAILED/WIRING |NO LDS-1 BUS INPUT       | 10 
MFD 1            |  33   | FAILED/WIRING |NO A-RDC-3 BUS INPUT     |  5 
MFD 1            |  34   | FAILED/WIRING |NO B-RDC-3 BUS INPUT     |  5 
MFD 1            |  35   | FAILED        |NODE CARD FAILURE        | 10 
MFD 1            |  36   | FAILED/WIRING |L FSU INPUT BUS FAILURE  | 10 
MFD 2            |   0   | PREREQUISITE  |INSTALLED                |  0 
MFD 2            |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
MFD 2            |   2   | FAILED        |INTERNAL FAULT           |  5 
MFD 2            |   3   | FAILED/WIRING |NO R-MFD-1 BUS OUTPUT    | 10 
MFD 2            |   4   | FAILED/WIRING |NO R-MFD-3 BUS OUTPUT    | 10 
MFD 2            |   5   | FAILED/WIRING |NO R-PFD-3 BUS INPUT     | 10 
MFD 2            |   6   | FAILED/WIRING |NO L-PFD-3 BUS INPUT     | 10 
MFD 2            |   7   | FAILED/WIRING |NO L-MFD-3 BUS INPUT     | 10 
MFD 2            |   8   | FAILED/WIRING |NO R-IOC-1 BUS INPUT     | 10 
MFD 2            |   9   | FAILED/WIRING |NO L-IOC-1 BUS INPUT     | 10 
MFD 2            |  10   | FAILED/WIRING |NO R-ADC-2 BUS INPUT     | 10 
MFD 2            |  11   | FAILED/WIRING |NO R-ADC-2 BUS INPUT     |  3 
MFD 2            |  12   | FAILED/WIRING |NO L-ADC-3 BUS INPUT     | 10 
MFD 2            |  13   | FAILED/WIRING |NO L-ADC-3 BUS INPUT     |  3 
MFD 2            |  14   | FAILED/WIRING |NO R-AHC-2 BUS INPUT     | 10 
MFD 2            |  15   | FAILED/WIRING |NO R-IRS-2 BUS INPUT     | 10 
MFD 2            |  16   | FAILED/WIRING |NO L-AHC-3 BUS INPUT     | 10 
MFD 2            |  17   | FAILED/WIRING |NO L-IRS-3 BUS INPUT     | 10 
MFD 2            |  18   | FAILED/WIRING |NO A-DCU-2 BUS INPUT     | 10 
MFD 2            |  19   | FAILED/WIRING |NO B-DCU-2 BUS INPUT     | 10 
MFD 2            |  20   | FAILED/WIRING |NO TA/RA-2 BUS INPUT     | 10 
MFD 2            |  21   | FAILED/WIRING |NO TA/RA-2 BUS INPUT     |  3 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
MFD 2            |  22   | FAILED/WIRING |NO R-FMC-2 BUS INPUT     | 10 
MFD 2            |  23   | FAILED/WIRING |NO R-FMC-2 BUS INPUT     |  3 
MFD 2            |  24   | FAILED/WIRING |NO L-FMC-6 BUS INPUT     | 10 
MFD 2            |  25   | FAILED/WIRING |NO L-FMC-6 BUS INPUT     |  3 
MFD 2            |  26   | FAILED/WIRING |NO RB-RIU-6 BUS INPUT    | 10 
MFD 2            |  27   | FAILED/WIRING |NO LB-RIU-9 BUS INPUT    | 10 
MFD 2            |  28   | FAILED/WIRING |NO LA-FADEC BUS INPUT    | 10 
MFD 2            |  29   | FAILED/WIRING |NO LB-FADEC BUS INPUT    | 10 
MFD 2            |  30   | FAILED/WIRING |NO RA-FADEC BUS INPUT    | 10 
MFD 2            |  31   | FAILED/WIRING |NO RB-FADEC BUS INPUT    | 10 
MFD 2            |  32   | FAILED/WIRING |NO LDS-1 BUS INPUT       | 10 
MFD 2            |  33   | FAILED/WIRING |NO A-RDC-3 BUS INPUT     |  5 
MFD 2            |  34   | FAILED/WIRING |NO B-RDC-3 BUS INPUT     |  5 
MFD 2            |  35   | FAILED        |NODE CARD FAILURE        | 10 
MFD 2            |  36   | FAILED/WIRING |R FSU INPUT BUS FAILURE  | 10 
MFD 2            |  37   | FAILED/WIRING |L FSU INPUT BUS FAILURE  | 15 
FWD MAINT PNL    |   1   | FAILED/WIRING |MAINTENANCE ENABLE 1A    |  3 
FWD MAINT PNL    |   2   | FAILED/WIRING |MAINTENANCE ENABLE 1B    |  3 
FWD MAINT PNL    |   3   | FAILED        |MAINTENANCE ENABLE 4     |  3 
FWD MAINT PNL    |   4   | FAILED/WIRING |MAINTENANCE ENABLE 1A    |  3 
FWD MAINT PNL    |   5   | FAILED/WIRING |MAINTENANCE ENABLE 1B    |  3 
FWD MAINT PNL    |   6   | FAILED        |MAINTENANCE ENABLE 4     |  3 
MF SPOILER LVDT1 |   1   | FAILED/WIRING |LVDT OUT OF RANGE        |  3 
MF SPOILER LVDT2 |   1   | FAILED/WIRING |LVDT OUT OF RANGE        |  3 
MF SPOILER LVDT7 |   1   | FAILED/WIRING |LVDT OUT OF RANGE        |  3 
MF SPOILER LVDT8 |   1   | FAILED/WIRING |LVDT OUT OF RANGE        |  3 
MF SPOILER RVDT1 |   1   | FAILED/WIRING |RVDT OUT OF RANGE        |  3 
MF SPOILER RVDT2 |   1   | FAILED/WIRING |RVDT OUT OF RANGE        |  3 
MF SPOILER RVDT7 |   1   | FAILED/WIRING |RVDT OUT OF RANGE        |  3 
MF SPOILER RVDT8 |   1   | FAILED/WIRING |RVDT OUT OF RANGE        |  3 
L ENG N1 COMP    |   1   | FAILED/WIRING |N1 COMPENSATOR 1A        |  3 
L ENG N1 COMP    |   2   | FAILED/WIRING |N1 COMPENSATOR 1B        |  3 
L ENG N1 COMP    |   3   | FAILED        |N1 COMPENSATOR 4         |  3 
L ENG N1 COMP    |   4   | FAILED        |N1 COMPENSATOR 5         |  3 
R ENG N1 COMP    |   1   | FAILED/WIRING |N1 COMPENSATOR 1A        |  3 
R ENG N1 COMP    |   2   | FAILED/WIRING |N1 COMPENSATOR 1B        |  3 
R ENG N1 COMP    |   3   | FAILED        |N1 COMPENSATOR 4         |  3 
R ENG N1 COMP    |   4   | FAILED        |N1 COMPENSATOR 5         |  3 
L ENG N1 MONO    |   1   | FAILED/WIRING |N1 MONOPOLE 1A           |  3 
L ENG N1 MONO    |   2   | FAILED/WIRING |N1 MONOPOLE 1B           |  3 
L ENG N1 MONO    |   3   | FAILED        |N1 MONOPOLE 4            |  3 
R ENG N1 MONO    |   1   | FAILED/WIRING |N1 MONOPOLE 1A           |  3 
R ENG N1 MONO    |   2   | FAILED/WIRING |N1 MONOPOLE 1B           |  3 
R ENG N1 MONO    |   3   | FAILED        |N1 MONOPOLE 4            |  3 
L ENG N2 MONO    |   1   | FAILED/WIRING |N2 MONOPOLE 1A           |  3 
L ENG N2 MONO    |   2   | FAILED/WIRING |N2 MONOPOLE 1B           |  3 
L ENG N2 MONO    |   3   | FAILED        |N2 MONOPOLE 4            |  3 
R ENG N2 MONO    |   1   | FAILED/WIRING |N2 MONOPOLE 1A           |  3 
R ENG N2 MONO    |   2   | FAILED/WIRING |N2 MONOPOLE 1B           |  3 
R ENG N2 MONO    |   3   | FAILED        |N2 MONOPOLE 4            |  3 
NAV 1            |   0   | PREREQUISITE  |INSTALLED                |  0 
NAV 1            |   1   | FAILED/WIRING |INTERNAL FAULT           |  5 
NAV 1            |   2   | FAILED/WIRING |NO OUTPUT                |  3 
NAV 1            |   3   | OFF/NO OUTPUT |NO L-NAV-ADF-2 OUTPUT    | 10 
NAV 1            |   4   | OFF/NO OUTPUT |NO L-NAV-VIR-2 OUTPUT    | 10 
NAV 1            |   5   | FAILED/WIRING |NO LA-RIU-7 BUS INPUT    | 10 
NAV 1            |   6   | FAILED/WIRING |NO LB-RIU-7 BUS INPUT    | 10 
NAV 1            |   7   | FAILED/WIRING |NO L-CDU-6 BUS INPUT     | 10 
NAV 1            |   8   | FAILED/WIRING |NO L-CDU-6 BUS INPUT     | 10 
NAV 2            |   0   | PREREQUISITE  |INSTALLED                |  0 
NAV 2            |   1   | FAILED/WIRING |INTERNAL FAULT           |  5 
NAV 2            |   2   | FAILED/WIRING |NO OUTPUT                |  3 
NAV 2            |   3   | FAILED/WIRING |NO R-NAV-ADF-2 BUS OUT   | 10 
NAV 2            |   4   | FAILED/WIRING |NO R-NAV-VIR-2 BUS OUT   | 10 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
NAV 2            |   5   | FAILED/WIRING |NO RA-RIU-7 BUS INPUT    | 10 
NAV 2            |   6   | FAILED/WIRING |RA-RIU-7 BUS INPUT FAIL  | 10 
NAV 2            |   7   | FAILED/WIRING |NO RB-RIU-7 BUS INPUT    | 10 
NAV 2            |   8   | FAILED/WIRING |RB-RIU-7 BUS INPUT FAIL  | 10 
NAV 2            |   9   | FAILED/WIRING |NO R-CDU-6 BUS INPUT     | 10 
NAV 2            |  10   | FAILED/WIRING |NO L-CDU-7 BUS INPUT     | 10 
NOSEWHEEL STEER  |   1   | FAILED/WIRING |NOSE WHEEL STEERING FAIL |  3 
NWS SELECT VALVE |   1   | FAILED/WIRING |SELECT VALVE STUCK OPEN  |  3 
OB PRESS SWITCH  |   1   | FAILED/WIRING |OB ARINC PRESS DISAGREE  |  3 
OB BRAKE SOV     |   1   | FAILED/WIRING |OB SHUTOFF VALVE FAULT   |  3 
L ENG CHIP D/Z   |   1   | FAILED/WIRING |OIL CHIP DETECT/ZAP 1A   |  3 
L ENG CHIP D/Z   |   2   | FAILED/WIRING |OIL CHIP DETECT/ZAP 1B   |  3 
